# Process Names: python3 .*mri.*,,,,,
# CPU Cores: 12,,,,,
# Total System RAM (MB): 64026,,,,,
# GPU Model: NVIDIA GeForce RTX 2080 SUPER,,,,,
# Total GPU Memory (MiB): 8192,,,,,
Time,Process_Name,PID,CPU_Usage(%),Memory_Usage(%),GPU_Mem_Used_by_PID(MiB)
12:11:24,.*mri.*,2848600,336,9.1,0
12:11:26,python3,836,0,0,0
12:11:26,python3,981,0,0,0
12:11:26,python3,2847990,0.5,0,0
12:11:26,python3,2848600,354,4.4,0
12:11:26,.*mri.*,2847990,0.5,0,0
12:11:26,.*mri.*,2848590,0,0,0
12:11:26,.*mri.*,2848599,0,0,0
12:11:26,.*mri.*,2848600,334,3.5,0
12:11:27,python3,836,0,0,0
12:11:27,python3,981,0,0,0
12:11:27,python3,2847990,0.5,0,0
12:11:27,python3,2848600,345,1.1,0
12:11:27,.*mri.*,2847990,0.5,0,0
12:11:27,.*mri.*,2848590,0,0,0
12:11:27,.*mri.*,2848599,0,0,0
12:11:27,.*mri.*,2848600,347,1.1,0
12:11:29,python3,836,0,0,0
12:11:29,python3,981,0,0,0
12:11:29,python3,2847990,0.5,0,0
12:11:29,python3,2849801,0,0,0
12:11:29,.*mri.*,2847990,0.5,0,0
12:11:29,.*mri.*,2849801,0,0,0
12:11:29,.*mri.*,2849843,0,0,0
12:11:29,.*mri.*,2849861,0,0,0
12:11:29,.*mri.*,2849862,42,0,0
12:11:30,python3,836,0,0,0
12:11:30,python3,981,0,0,0
12:11:30,python3,2847990,0.5,0,0
12:11:30,python3,2849801,0,0,0
12:11:30,python3,2849862,117,0.1,0
12:11:30,.*mri.*,2847990,0.5,0,0
12:11:30,.*mri.*,2849801,0,0,0
12:11:30,.*mri.*,2849843,0,0,0
12:11:30,.*mri.*,2849861,0,0,0
12:11:30,.*mri.*,2849862,125,0.2,0
12:11:32,python3,836,0,0,0
12:11:32,python3,981,0,0,0
12:11:32,python3,2847990,0.5,0,0
12:11:32,python3,2849862,120,0.4,0
12:11:32,.*mri.*,2847990,0.5,0,0
12:11:32,.*mri.*,2849843,0,0,0
12:11:32,.*mri.*,2849861,0,0,0
12:11:32,.*mri.*,2849862,126,0.4,0
12:11:33,python3,836,0,0,0
12:11:33,python3,981,0,0,0
12:11:33,python3,2847990,0.5,0,0
12:11:33,python3,2849862,100,0.5,0
12:11:33,.*mri.*,2847990,0.5,0,0
12:11:33,.*mri.*,2849843,0,0,0
12:11:33,.*mri.*,2849861,0,0,0
12:11:33,.*mri.*,2849862,104,0.5,0
12:11:34,python3,836,0,0,0
12:11:34,python3,981,0,0,0
12:11:34,python3,2847990,0.5,0,0
12:11:34,python3,2849862,106,0.5,0
12:11:34,.*mri.*,2847990,0.5,0,0
12:11:34,.*mri.*,2849843,0,0,0
12:11:34,.*mri.*,2849861,0,0,0
12:11:34,.*mri.*,2849862,110,0.5,0
12:11:36,python3,836,0,0,0
12:11:36,python3,981,0,0,0
12:11:36,python3,2847990,0.5,0,0
12:11:36,python3,2849862,97.8,0.6,0
12:11:36,.*mri.*,2847990,0.5,0,0
12:11:36,.*mri.*,2849843,0,0,0
12:11:36,.*mri.*,2849861,0,0,0
12:11:36,.*mri.*,2849862,100,0.6,0
12:11:37,python3,836,0,0,0
12:11:37,python3,981,0,0,0
12:11:37,python3,2847990,0.5,0,0
12:11:37,python3,2849862,103,0.6,0
12:11:37,.*mri.*,2847990,0.5,0,0
12:11:37,.*mri.*,2849843,0,0,0
12:11:37,.*mri.*,2849861,0,0,0
12:11:37,.*mri.*,2849862,105,0.6,0
12:11:39,python3,836,0,0,0
12:11:39,python3,981,0,0,0
12:11:39,python3,2847990,0.5,0,0
12:11:39,python3,2849862,99.9,0.9,0
12:11:39,.*mri.*,2847990,0.5,0,0
12:11:39,.*mri.*,2849843,0,0,0
12:11:39,.*mri.*,2849861,0,0,0
12:11:39,.*mri.*,2849862,101,0.9,0
12:11:40,python3,836,0,0,0
12:11:40,python3,981,0,0,0
12:11:40,python3,2847990,0.6,0,0
12:11:40,python3,2849862,107,1.5,0
12:11:40,.*mri.*,2847990,0.6,0,0
12:11:40,.*mri.*,2849843,0,0,0
12:11:40,.*mri.*,2849861,0,0,0
12:11:40,.*mri.*,2849862,109,1.2,0
12:11:42,python3,836,0,0,0
12:11:42,python3,981,0,0,0
12:11:42,python3,2847990,0.5,0,0
12:11:42,python3,2849862,129,6.2,0
12:11:42,.*mri.*,2847990,0.6,0,0
12:11:42,.*mri.*,2849843,0,0,0
12:11:42,.*mri.*,2849861,0,0,0
12:11:42,.*mri.*,2849862,132,7.2,0
12:11:43,python3,836,0,0,0
12:11:43,python3,981,0,0,0
12:11:43,python3,2847990,0.5,0,0
12:11:43,python3,2849862,184,10.4,0
12:11:43,.*mri.*,2847990,0.5,0,0
12:11:43,.*mri.*,2849843,0,0,0
12:11:43,.*mri.*,2849861,0,0,0
12:11:43,.*mri.*,2849862,191,10.8,0
12:11:44,python3,836,0,0,0
12:11:44,python3,981,0,0,0
12:11:44,python3,2847990,0.5,0,0
12:11:44,python3,2849862,238,13.4,0
12:11:44,.*mri.*,2847990,0.5,0,0
12:11:44,.*mri.*,2849843,0,0,0
12:11:44,.*mri.*,2849861,0,0,0
12:11:44,.*mri.*,2849862,250,13.6,0
12:11:46,python3,836,0,0,0
12:11:46,python3,981,0,0,0
12:11:46,python3,2847990,0.5,0,0
12:11:46,python3,2849862,276,13.8,0
12:11:46,.*mri.*,2847990,0.5,0,0
12:11:46,.*mri.*,2849843,0,0,0
